OBS_DATE,NZDI_INDICATOR,VAL
2016-10-17,SMDA,0.22
2016-10-17,SPI,0.43
2016-10-18,NZDI,0.24
2016-10-18,PED,0.09
2016-10-18,SMD,0.21
2016-10-18,SMDA,0.22
2016-10-18,SPI,0.43
2016-10-19,NZDI,0.24
2016-10-19,PED,0.1
2016-10-19,SMD,0.21
2016-10-19,SMDA,0.23
2016-10-19,SPI,0.42
2016-10-20,NZDI,0.24
2016-10-20,PED,0.09
2016-10-20,SMD,0.22
2016-10-20,SMDA,0.23
2016-10-20,SPI,0.42
2016-10-21,NZDI,0.24
2016-10-21,PED,0.09
2016-10-21,SMD,0.22
2016-10-21,SMDA,0.24
2016-10-21,SPI,0.41
2016-10-22,NZDI,0.24
2016-10-22,PED,0.09
2016-10-22,SMD,0.22
2016-10-22,SMDA,0.24
2016-10-22,SPI,0.4
2016-10-23,NZDI,0.24
2016-10-23,PED,0.09
2016-10-23,SMD,0.22
2016-10-23,SMDA,0.25
2016-10-23,SPI,0.39
2016-10-24,NZDI,0.24
2016-10-24,PED,0.09
2016-10-24,SMD,0.22
2016-10-24,SMDA,0.25
2016-10-24,SPI,0.38
2016-10-25,NZDI,0.24
2016-10-25,PED,0.09
2016-10-25,SMD,0.23
2016-10-25,SMDA,0.26
2016-10-25,SPI,0.37
2016-10-26,NZDI,0.24
2016-10-26,PED,0.1
2016-10-26,SMD,0.23
2016-10-26,SMDA,0.26
2016-10-26,SPI,0.37
2016-10-27,NZDI,0.25
2016-10-27,PED,0.1
2016-10-27,SMD,0.24
2016-10-27,SMDA,0.26
2016-10-27,SPI,0.38
2016-10-28,NZDI,0.25
2016-10-28,PED,0.11
2016-10-28,SMD,0.25
2016-10-28,SMDA,0.26
2016-10-28,SPI,0.38
2016-10-29,NZDI,0.25
2016-10-29,PED,0.11
2016-10-29,SMD,0.25
2016-10-29,SMDA,0.27
2016-10-29,SPI,0.38
2016-10-30,NZDI,0.25
2016-10-30,PED,0.1
2016-10-30,SMD,0.25
2016-10-30,SMDA,0.27
2016-10-30,SPI,0.37
2016-10-31,NZDI,0.25
2016-10-31,PED,0.1
2016-10-31,SMD,0.26
2016-10-31,SMDA,0.27
2016-10-31,SPI,0.37
2016-11-01,NZDI,0.25
2016-11-01,PED,0.1
2016-11-01,SMD,0.26
2016-11-01,SMDA,0.27
2016-11-01,SPI,0.35
2016-11-02,NZDI,0.25
2016-11-02,PED,0.1
2016-11-02,SMD,0.27
2016-11-02,SMDA,0.27
2016-11-02,SPI,0.34
2016-11-03,NZDI,0.24
2016-11-03,PED,0.1
2016-11-03,SMD,0.28
2016-11-03,SMDA,0.27
2016-11-03,SPI,0.33
2016-11-04,NZDI,0.24
2016-11-04,PED,0.1
2016-11-04,SMD,0.28
2016-11-04,SMDA,0.27
2016-11-04,SPI,0.31
2016-11-05,NZDI,0.24
2016-11-05,PED,0.1
2016-11-05,SMD,0.29
2016-11-05,SMDA,0.27
2016-11-05,SPI,0.3
2016-11-06,NZDI,0.25
2016-11-06,PED,0.12
2016-11-06,SMD,0.3
2016-11-06,SMDA,0.27
2016-11-06,SPI,0.29
2016-11-07,NZDI,0.24
2016-11-07,PED,0.1
2016-11-07,SMD,0.31
2016-11-07,SMDA,0.27
2016-11-07,SPI,0.28
2016-11-08,NZDI,0.26
2016-11-08,PED,0.15
2016-11-08,SMD,0.32
2016-11-08,SMDA,0.28
2016-11-08,SPI,0.28
2016-11-09,NZDI,0.26
2016-11-09,PED,0.16
2016-11-09,SMD,0.33
2016-11-09,SMDA,0.26
2016-11-09,SPI,0.28
2016-11-10,NZDI,0.26
2016-11-10,PED,0.16
2016-11-10,SMD,0.34
2016-11-10,SMDA,0.26
2016-11-10,SPI,0.29
2016-11-11,NZDI,0.26
2016-11-11,PED,0.16
2016-11-11,SMD,0.36
2016-11-11,SMDA,0.25
2016-11-11,SPI,0.28
2016-11-12,NZDI,0.26
2016-11-12,PED,0.16
2016-11-12,SMD,0.37
2016-11-12,SMDA,0.25
2016-11-12,SPI,0.28
2016-11-13,NZDI,0.27
2016-11-13,PED,0.16
2016-11-13,SMD,0.38
2016-11-13,SMDA,0.25
2016-11-13,SPI,0.28
2016-11-14,NZDI,0.27
2016-11-14,PED,0.16
2016-11-14,SMD,0.39
2016-11-14,SMDA,0.24
2016-11-14,SPI,0.29
2016-11-15,NZDI,0.28
2016-11-15,PED,0.17
2016-11-15,SMD,0.41
2016-11-15,SMDA,0.24
2016-11-15,SPI,0.29
2016-11-16,NZDI,0.28
2016-11-16,PED,0.17
2016-11-16,SMD,0.42
2016-11-16,SMDA,0.24
2016-11-16,SPI,0.3
2016-11-17,NZDI,0.28
2016-11-17,PED,0.17
2016-11-17,SMD,0.43
2016-11-17,SMDA,0.23
2016-11-17,SPI,0.28
2016-11-18,NZDI,0.28
2016-11-18,PED,0.19
2016-11-18,SMD,0.44
2016-11-18,SMDA,0.22
2016-11-18,SPI,0.26
2016-11-19,NZDI,0.29
2016-11-19,PED,0.22
2016-11-19,SMD,0.45
2016-11-19,SMDA,0.21
2016-11-19,SPI,0.25
2016-11-20,NZDI,0.29
2016-11-20,PED,0.23
2016-11-20,SMD,0.46
2016-11-20,SMDA,0.21
2016-11-20,SPI,0.25
2016-11-21,NZDI,0.3
2016-11-21,PED,0.28
2016-11-21,SMD,0.47
2016-11-21,SMDA,0.2
2016-11-21,SPI,0.25
2016-11-22,NZDI,0.31
2016-11-22,PED,0.31
2016-11-22,SMD,0.49
2016-11-22,SMDA,0.2
2016-11-22,SPI,0.25
2016-11-23,NZDI,0.32
2016-11-23,PED,0.32
2016-11-23,SMD,0.5
2016-11-23,SMDA,0.2
2016-11-23,SPI,0.25
2016-11-24,NZDI,0.32
2016-11-24,PED,0.31
2016-11-24,SMD,0.51
2016-11-24,SMDA,0.19
2016-11-24,SPI,0.26
2016-11-25,NZDI,0.33
2016-11-25,PED,0.35
2016-11-25,SMD,0.52
2016-11-25,SMDA,0.19
2016-11-25,SPI,0.24
2016-11-26,NZDI,0.33
2016-11-26,PED,0.37
2016-11-26,SMD,0.53
2016-11-26,SMDA,0.19
2016-11-26,SPI,0.23
2016-11-27,NZDI,0.34
2016-11-27,PED,0.4
2016-11-27,SMD,0.55
2016-11-27,SMDA,0.19
2016-11-27,SPI,0.23
2016-11-28,NZDI,0.35
2016-11-28,PED,0.43
2016-11-28,SMD,0.57
2016-11-28,SMDA,0.19
2016-11-28,SPI,0.23
2016-11-29,NZDI,0.37
2016-11-29,PED,0.47
2016-11-29,SMD,0.59
2016-11-29,SMDA,0.2
2016-11-29,SPI,0.22
2016-11-30,NZDI,0.38
2016-11-30,PED,0.48
2016-11-30,SMD,0.61
2016-11-30,SMDA,0.2
2016-11-30,SPI,0.22
2016-12-01,NZDI,0.4
2016-12-01,PED,0.5
2016-12-01,SMD,0.62
2016-12-01,SMDA,0.26
2016-12-01,SPI,0.22
2016-12-02,NZDI,0.41
2016-12-02,PED,0.51
2016-12-02,SMD,0.64
2016-12-02,SMDA,0.27
2016-12-02,SPI,0.22
2016-12-03,NZDI,0.42
2016-12-03,PED,0.54
2016-12-03,SMD,0.66
2016-12-03,SMDA,0.27
2016-12-03,SPI,0.22
2016-12-04,NZDI,0.43
2016-12-04,PED,0.55
2016-12-04,SMD,0.68
2016-12-04,SMDA,0.28
2016-12-04,SPI,0.21
2016-12-05,NZDI,0.45
2016-12-05,PED,0.6
2016-12-05,SMD,0.7
2016-12-05,SMDA,0.29
2016-12-05,SPI,0.21
2016-12-06,NZDI,0.46
2016-12-06,PED,0.61
2016-12-06,SMD,0.72
2016-12-06,SMDA,0.29
2016-12-06,SPI,0.21
2016-12-07,NZDI,0.47
2016-12-07,PED,0.61
2016-12-07,SMD,0.74
2016-12-07,SMDA,0.3
2016-12-07,SPI,0.21
2016-12-08,NZDI,0.47
2016-12-08,PED,0.6
2016-12-08,SMD,0.76
2016-12-08,SMDA,0.31
2016-12-08,SPI,0.2
2016-12-09,NZDI,0.47
2016-12-09,PED,0.6
2016-12-09,SMD,0.78
2016-12-09,SMDA,0.32
2016-12-09,SPI,0.2
2016-12-10,NZDI,0.48
2016-12-10,PED,0.63
2016-12-10,SMD,0.78
2016-12-10,SMDA,0.32
2016-12-10,SPI,0.19
2016-12-11,NZDI,0.48
2016-12-11,PED,0.65
2016-12-11,SMD,0.79
2016-12-11,SMDA,0.32
2016-12-11,SPI,0.17
2016-12-12,NZDI,0.48
2016-12-12,PED,0.66
2016-12-12,SMD,0.79
2016-12-12,SMDA,0.31
2016-12-12,SPI,0.16
2016-12-13,NZDI,0.48
2016-12-13,PED,0.68
2016-12-13,SMD,0.79
2016-12-13,SMDA,0.31
2016-12-13,SPI,0.14
2016-12-14,NZDI,0.49
2016-12-14,PED,0.72
2016-12-14,SMD,0.8
2016-12-14,SMDA,0.31
2016-12-14,SPI,0.13
2016-12-15,NZDI,0.5
2016-12-15,PED,0.75
2016-12-15,SMD,0.8
2016-12-15,SMDA,0.31
2016-12-15,SPI,0.13
2016-12-16,NZDI,0.51
2016-12-16,PED,0.79
2016-12-16,SMD,0.82
2016-12-16,SMDA,0.32
2016-12-16,SPI,0.12
2016-12-17,NZDI,0.52
2016-12-17,PED,0.83
2016-12-17,SMD,0.83
2016-12-17,SMDA,0.32
2016-12-17,SPI,0.12
2016-12-18,NZDI,0.53
2016-12-18,PED,0.83
2016-12-18,SMD,0.84
2016-12-18,SMDA,0.32
2016-12-18,SPI,0.11
2016-12-19,NZDI,0.54
2016-12-19,PED,0.87
2016-12-19,SMD,0.86
2016-12-19,SMDA,0.32
2016-12-19,SPI,0.11
2016-12-20,NZDI,0.55
2016-12-20,PED,0.89
2016-12-20,SMD,0.87
2016-12-20,SMDA,0.33
2016-12-20,SPI,0.11
2016-12-21,NZDI,0.68
2016-12-21,PED,1.14
2016-12-21,SMD,0.91
2016-12-21,SMDA,0.43
2016-12-21,SPI,0.25
2016-12-22,NZDI,0.58
2016-12-22,PED,0.96
2016-12-22,SMD,0.9
2016-12-22,SMDA,0.33
2016-12-22,SPI,0.12
2016-12-23,NZDI,0.58
2016-12-23,PED,0.95
2016-12-23,SMD,0.92
2016-12-23,SMDA,0.33
2016-12-23,SPI,0.12
2016-12-24,NZDI,0.59
2016-12-24,PED,0.98
2016-12-24,SMD,0.93
2016-12-24,SMDA,0.34
2016-12-24,SPI,0.12
2016-12-25,NZDI,0.59
2016-12-25,PED,0.97
2016-12-25,SMD,0.94
2016-12-25,SMDA,0.33
2016-12-25,SPI,0.12
2016-12-26,NZDI,0.59
2016-12-26,PED,0.97
2016-12-26,SMD,0.96
2016-12-26,SMDA,0.34
2016-12-26,SPI,0.11
2016-12-27,NZDI,0.6
2016-12-27,PED,0.97
2016-12-27,SMD,0.97
2016-12-27,SMDA,0.34
2016-12-27,SPI,0.11
2016-12-28,NZDI,0.59
2016-12-28,PED,0.94
2016-12-28,SMD,0.99
2016-12-28,SMDA,0.33
2016-12-28,SPI,0.12
2016-12-29,NZDI,0.59
2016-12-29,PED,0.91
2016-12-29,SMD,1
2016-12-29,SMDA,0.32
2016-12-29,SPI,0.12
2016-12-30,NZDI,0.6
2016-12-30,PED,0.94
2016-12-30,SMD,1.01
2016-12-30,SMDA,0.31
2016-12-30,SPI,0.13
2016-12-31,NZDI,0.61
2016-12-31,PED,0.96
2016-12-31,SMD,1.02
2016-12-31,SMDA,0.32
2016-12-31,SPI,0.13
2017-01-01,NZDI,0.64
2017-01-01,PED,1.05
2017-01-01,SMD,1.04
2017-01-01,SMDA,0.33
2017-01-01,SPI,0.14
2017-01-02,NZDI,0.64
2017-01-02,PED,1.02
2017-01-02,SMD,1.05
2017-01-02,SMDA,0.34
2017-01-02,SPI,0.14
2017-01-03,NZDI,0.64
2017-01-03,PED,1.01
2017-01-03,SMD,1.06
2017-01-03,SMDA,0.34
2017-01-03,SPI,0.15
2017-01-04,NZDI,0.63
2017-01-04,PED,0.97
2017-01-04,SMD,1.07
2017-01-04,SMDA,0.34
2017-01-04,SPI,0.16
2017-01-05,NZDI,0.63
2017-01-05,PED,0.96
2017-01-05,SMD,1.07
2017-01-05,SMDA,0.34
2017-01-05,SPI,0.16
2017-01-06,NZDI,0.63
2017-01-06,PED,0.98
2017-01-06,SMD,1.07
2017-01-06,SMDA,0.32
2017-01-06,SPI,0.16
2017-01-07,NZDI,0.63
2017-01-07,PED,0.98
2017-01-07,SMD,1.06
2017-01-07,SMDA,0.31
2017-01-07,SPI,0.16
2017-01-08,NZDI,0.62
2017-01-08,PED,0.97
2017-01-08,SMD,1.05
2017-01-08,SMDA,0.3
2017-01-08,SPI,0.15
2017-01-09,NZDI,0.58
2017-01-09,PED,0.92
2017-01-09,SMD,1.11
2017-01-09,SMDA,0.31
2017-01-09,SPI,0
2017-01-10,NZDI,0.62
2017-01-10,PED,0.96
2017-01-10,SMD,1.07
2017-01-10,SMDA,0.32
2017-01-10,SPI,0.16
2017-01-11,NZDI,0.65
2017-01-11,PED,1.03
2017-01-11,SMD,1.08
2017-01-11,SMDA,0.33
2017-01-11,SPI,0.17
2017-01-12,NZDI,0.67
2017-01-12,PED,1.06
2017-01-12,SMD,1.09
2017-01-12,SMDA,0.35
2017-01-12,SPI,0.17
2017-01-13,NZDI,0.67
2017-01-13,PED,1.06
2017-01-13,SMD,1.11
2017-01-13,SMDA,0.36
2017-01-13,SPI,0.18
2017-01-14,NZDI,0.68
2017-01-14,PED,1.06
2017-01-14,SMD,1.12
2017-01-14,SMDA,0.38
2017-01-14,SPI,0.19
2017-01-15,NZDI,0.7
2017-01-15,PED,1.08
2017-01-15,SMD,1.13
2017-01-15,SMDA,0.39
2017-01-15,SPI,0.19
2017-01-16,NZDI,0.71
2017-01-16,PED,1.09
2017-01-16,SMD,1.15
2017-01-16,SMDA,0.41
2017-01-16,SPI,0.21
2017-01-17,NZDI,0.74
2017-01-17,PED,1.15
2017-01-17,SMD,1.16
2017-01-17,SMDA,0.43
2017-01-17,SPI,0.23
2017-01-18,NZDI,0.74
2017-01-18,PED,1.11
2017-01-18,SMD,1.17
2017-01-18,SMDA,0.45
2017-01-18,SPI,0.25
2017-01-19,NZDI,0.75
2017-01-19,PED,1.1
2017-01-19,SMD,1.18
2017-01-19,SMDA,0.46
2017-01-19,SPI,0.26
2017-01-20,NZDI,0.74
2017-01-20,PED,1.04
2017-01-20,SMD,1.19
2017-01-20,SMDA,0.47
2017-01-20,SPI,0.26
2017-01-21,NZDI,0.74
2017-01-21,PED,1.04
2017-01-21,SMD,1.19
2017-01-21,SMDA,0.47
2017-01-21,SPI,0.26
2017-01-22,NZDI,0.74
2017-01-22,PED,1.04
2017-01-22,SMD,1.18
2017-01-22,SMDA,0.46
2017-01-22,SPI,0.27
2017-01-23,NZDI,0.73
2017-01-23,PED,1.03
2017-01-23,SMD,1.17
2017-01-23,SMDA,0.44
2017-01-23,SPI,0.27
2017-01-24,NZDI,0.72
2017-01-24,PED,1.05
2017-01-24,SMD,1.16
2017-01-24,SMDA,0.43
2017-01-24,SPI,0.26
2017-01-25,NZDI,0.72
2017-01-25,PED,1.04
2017-01-25,SMD,1.15
2017-01-25,SMDA,0.42
2017-01-25,SPI,0.27
2017-01-26,NZDI,0.72
2017-01-26,PED,1.06
2017-01-26,SMD,1.13
2017-01-26,SMDA,0.4
2017-01-26,SPI,0.28
2017-01-27,NZDI,0.72
2017-01-27,PED,1.1
2017-01-27,SMD,1.12
2017-01-27,SMDA,0.39
2017-01-27,SPI,0.26
2017-01-28,NZDI,0.72
2017-01-28,PED,1.14
2017-01-28,SMD,1.12
2017-01-28,SMDA,0.38
2017-01-28,SPI,0.25
2017-01-29,NZDI,0.66
2017-01-29,PED,1.27
2017-01-29,SMD,1.1
2017-01-29,SMDA,0.36
2017-01-29,SPI,0
2017-01-30,NZDI,0.71
2017-01-30,PED,1.13
2017-01-30,SMD,1.11
2017-01-30,SMDA,0.35
2017-01-30,SPI,0.24
2017-01-31,NZDI,0.68
2017-01-31,PED,1.09
2017-01-31,SMD,1.1
2017-01-31,SMDA,0.36
2017-01-31,SPI,0.14
2017-02-01,NZDI,0.67
2017-02-01,PED,1.09
2017-02-01,SMD,1.1
2017-02-01,SMDA,0.35
2017-02-01,SPI,0.13
2017-02-02,NZDI,0.66
2017-02-02,PED,1.1
2017-02-02,SMD,1.1
2017-02-02,SMDA,0.33
2017-02-02,SPI,0.11
2017-02-03,NZDI,0.67
2017-02-03,PED,1.15
2017-02-03,SMD,1.1
2017-02-03,SMDA,0.33
2017-02-03,SPI,0.1
2017-02-04,NZDI,0.68
2017-02-04,PED,1.16
2017-02-04,SMD,1.11
2017-02-04,SMDA,0.33
2017-02-04,SPI,0.1
2017-02-05,NZDI,0.68
2017-02-05,PED,1.2
2017-02-05,SMD,1.11
2017-02-05,SMDA,0.33
2017-02-05,SPI,0.09
2017-02-06,NZDI,0.69
2017-02-06,PED,1.2
2017-02-06,SMD,1.12
2017-02-06,SMDA,0.34
2017-02-06,SPI,0.09
2017-02-07,NZDI,0.69
2017-02-07,PED,1.18
2017-02-07,SMD,1.14
2017-02-07,SMDA,0.35
2017-02-07,SPI,0.09
2017-02-08,NZDI,0.7
2017-02-08,PED,1.2
2017-02-08,SMD,1.15
2017-02-08,SMDA,0.35
2017-02-08,SPI,0.08
2017-02-09,NZDI,0.7
2017-02-09,PED,1.2
2017-02-09,SMD,1.16
2017-02-09,SMDA,0.36
2017-02-09,SPI,0.09
2017-02-10,NZDI,0.71
2017-02-10,PED,1.18
2017-02-10,SMD,1.18
2017-02-10,SMDA,0.36
2017-02-10,SPI,0.1
2017-02-11,NZDI,0.71
2017-02-11,PED,1.16
2017-02-11,SMD,1.19
2017-02-11,SMDA,0.36
2017-02-11,SPI,0.11
2017-02-12,NZDI,0.7
2017-02-12,PED,1.12
2017-02-12,SMD,1.21
2017-02-12,SMDA,0.36
2017-02-12,SPI,0.12
2017-02-13,NZDI,0.71
2017-02-13,PED,1.12
2017-02-13,SMD,1.22
2017-02-13,SMDA,0.37
2017-02-13,SPI,0.13
2017-02-14,NZDI,0.71
2017-02-14,PED,1.1
2017-02-14,SMD,1.23
2017-02-14,SMDA,0.37
2017-02-14,SPI,0.15
2017-02-15,NZDI,0.72
2017-02-15,PED,1.09
2017-02-15,SMD,1.25
2017-02-15,SMDA,0.37
2017-02-15,SPI,0.15
2017-02-16,NZDI,0.71
2017-02-16,PED,1.04
2017-02-16,SMD,1.26
2017-02-16,SMDA,0.37
2017-02-16,SPI,0.15
2017-02-17,NZDI,0.71
2017-02-17,PED,1.03
2017-02-17,SMD,1.27
2017-02-17,SMDA,0.38
2017-02-17,SPI,0.14
2017-02-18,NZDI,0.7
2017-02-18,PED,1.01
2017-02-18,SMD,1.28
2017-02-18,SMDA,0.38
2017-02-18,SPI,0.14
2017-02-19,NZDI,0.7
2017-02-19,PED,0.99
2017-02-19,SMD,1.28
2017-02-19,SMDA,0.38
2017-02-19,SPI,0.13
2017-02-20,NZDI,0.7
2017-02-20,PED,1
2017-02-20,SMD,1.3
2017-02-20,SMDA,0.39
2017-02-20,SPI,0.13
2017-02-21,NZDI,0.72
2017-02-21,PED,1.04
2017-02-21,SMD,1.33
2017-02-21,SMDA,0.4
2017-02-21,SPI,0.13
2017-02-22,NZDI,0.75
2017-02-22,PED,1.05
2017-02-22,SMD,1.36
2017-02-22,SMDA,0.42
2017-02-22,SPI,0.15
2017-02-23,NZDI,0.76
2017-02-23,PED,1
2017-02-23,SMD,1.39
2017-02-23,SMDA,0.46
2017-02-23,SPI,0.16
2017-02-24,NZDI,0.77
2017-02-24,PED,1.02
2017-02-24,SMD,1.42
2017-02-24,SMDA,0.49
2017-02-24,SPI,0.18
2017-02-25,NZDI,0.79
2017-02-25,PED,1
2017-02-25,SMD,1.44
2017-02-25,SMDA,0.5
2017-02-25,SPI,0.2
2017-02-26,NZDI,0.79
2017-02-26,PED,0.96
2017-02-26,SMD,1.47
2017-02-26,SMDA,0.52
2017-02-26,SPI,0.21
2017-02-27,NZDI,0.8
2017-02-27,PED,0.93
2017-02-27,SMD,1.49
2017-02-27,SMDA,0.54
2017-02-27,SPI,0.22
2017-02-28,NZDI,0.81
2017-02-28,PED,0.94
2017-02-28,SMD,1.51
2017-02-28,SMDA,0.54
2017-02-28,SPI,0.23
2017-03-01,NZDI,0.81
2017-03-01,PED,0.92
2017-03-01,SMD,1.53
2017-03-01,SMDA,0.56
2017-03-01,SPI,0.25
2017-03-02,NZDI,0.84
2017-03-02,PED,0.95
2017-03-02,SMD,1.55
2017-03-02,SMDA,0.58
2017-03-02,SPI,0.26
2017-03-03,NZDI,0.86
2017-03-03,PED,0.98
2017-03-03,SMD,1.57
2017-03-03,SMDA,0.6
2017-03-03,SPI,0.29
2017-03-04,NZDI,0.88
2017-03-04,PED,0.98
2017-03-04,SMD,1.62
2017-03-04,SMDA,0.62
2017-03-04,SPI,0.3
2017-03-05,NZDI,0.89
2017-03-05,PED,0.98
2017-03-05,SMD,1.64
2017-03-05,SMDA,0.64
2017-03-05,SPI,0.31
2017-03-06,NZDI,0.9
2017-03-06,PED,0.96
2017-03-06,SMD,1.65
2017-03-06,SMDA,0.65
2017-03-06,SPI,0.34
2017-03-07,NZDI,0.89
2017-03-07,PED,0.89
2017-03-07,SMD,1.65
2017-03-07,SMDA,0.66
2017-03-07,SPI,0.35
2017-03-08,NZDI,0.89
2017-03-08,PED,0.88
2017-03-08,SMD,1.66
2017-03-08,SMDA,0.67
2017-03-08,SPI,0.38
2017-03-09,NZDI,0.91
2017-03-09,PED,0.9
2017-03-09,SMD,1.66
2017-03-09,SMDA,0.67
2017-03-09,SPI,0.4
2017-03-10,NZDI,0.92
2017-03-10,PED,0.9
2017-03-10,SMD,1.66
2017-03-10,SMDA,0.68
2017-03-10,SPI,0.44
2017-03-11,NZDI,0.91
2017-03-11,PED,0.86
2017-03-11,SMD,1.64
2017-03-11,SMDA,0.67
2017-03-11,SPI,0.44
2017-03-12,NZDI,0.89
2017-03-12,PED,0.85
2017-03-12,SMD,1.62
2017-03-12,SMDA,0.66
2017-03-12,SPI,0.44
2017-03-13,NZDI,0.86
2017-03-13,PED,0.81
2017-03-13,SMD,1.58
2017-03-13,SMDA,0.64
2017-03-13,SPI,0.43
2017-03-14,NZDI,0.84
2017-03-14,PED,0.77
2017-03-14,SMD,1.54
2017-03-14,SMDA,0.63
2017-03-14,SPI,0.41
2017-03-15,NZDI,0.81
2017-03-15,PED,0.73
2017-03-15,SMD,1.5
2017-03-15,SMDA,0.61
2017-03-15,SPI,0.38
2017-03-16,NZDI,0.78
2017-03-16,PED,0.71
2017-03-16,SMD,1.46
2017-03-16,SMDA,0.59
2017-03-16,SPI,0.36
2017-03-17,NZDI,0.75
2017-03-17,PED,0.68
2017-03-17,SMD,1.42
2017-03-17,SMDA,0.57
2017-03-17,SPI,0.34
2017-03-18,NZDI,0.73
2017-03-18,PED,0.66
2017-03-18,SMD,1.38
2017-03-18,SMDA,0.55
2017-03-18,SPI,0.32
2017-03-19,NZDI,0.7
2017-03-19,PED,0.67
2017-03-19,SMD,1.35
2017-03-19,SMDA,0.53
2017-03-19,SPI,0.23
2017-03-20,NZDI,0.68
2017-03-20,PED,0.68
2017-03-20,SMD,1.32
2017-03-20,SMDA,0.51
2017-03-20,SPI,0.22
2017-03-21,NZDI,0.67
2017-03-21,PED,0.68
2017-03-21,SMD,1.29
2017-03-21,SMDA,0.5
2017-03-21,SPI,0.21
2017-03-22,NZDI,0.68
2017-03-22,PED,0.65
2017-03-22,SMD,1.26
2017-03-22,SMDA,0.48
2017-03-22,SPI,0.32
2017-03-23,NZDI,0.65
2017-03-23,PED,0.61
2017-03-23,SMD,1.23
2017-03-23,SMDA,0.46
2017-03-23,SPI,0.31
2017-03-24,NZDI,0.63
2017-03-24,PED,0.6
2017-03-24,SMD,1.19
2017-03-24,SMDA,0.44
2017-03-24,SPI,0.3
2017-03-25,NZDI,0.61
2017-03-25,PED,0.59
2017-03-25,SMD,1.16
2017-03-25,SMDA,0.43
2017-03-25,SPI,0.27
2017-03-26,NZDI,0.59
2017-03-26,PED,0.55
2017-03-26,SMD,1.13
2017-03-26,SMDA,0.41
2017-03-26,SPI,0.26
2017-03-27,NZDI,0.56
2017-03-27,PED,0.51
2017-03-27,SMD,1.09
2017-03-27,SMDA,0.39
2017-03-27,SPI,0.25
2017-03-28,NZDI,0.55
2017-03-28,PED,0.52
2017-03-28,SMD,1.05
2017-03-28,SMDA,0.37
2017-03-28,SPI,0.24
2017-03-29,NZDI,0.52
2017-03-29,PED,0.51
2017-03-29,SMD,1.02
2017-03-29,SMDA,0.35
2017-03-29,SPI,0.22
2017-03-30,NZDI,0.5
2017-03-30,PED,0.49
2017-03-30,SMD,0.98
2017-03-30,SMDA,0.32
2017-03-30,SPI,0.21
2017-03-31,NZDI,0.48
2017-03-31,PED,0.49
2017-03-31,SMD,0.95
2017-03-31,SMDA,0.29
2017-03-31,SPI,0.2
2017-04-01,NZDI,0.46
2017-04-01,PED,0.48
2017-04-01,SMD,0.91
2017-04-01,SMDA,0.26
2017-04-01,SPI,0.19
2017-04-02,NZDI,0.44
2017-04-02,PED,0.47
2017-04-02,SMD,0.87
2017-04-02,SMDA,0.22
2017-04-02,SPI,0.17
2017-04-03,NZDI,0.41
2017-04-03,PED,0.45
2017-04-03,SMD,0.84
2017-04-03,SMDA,0.19
2017-04-03,SPI,0.17
2017-04-04,NZDI,0.38
2017-04-04,PED,0.41
2017-04-04,SMD,0.8
2017-04-04,SMDA,0.15
2017-04-04,SPI,0.16
2017-04-05,NZDI,0.33
2017-04-05,PED,0.38
2017-04-05,SMD,0.76
2017-04-05,SMDA,0.04
2017-04-05,SPI,0.13
2017-04-06,NZDI,0.31
2017-04-06,PED,0.38
2017-04-06,SMD,0.71
2017-04-06,SMDA,0.03
2017-04-06,SPI,0.12
2017-04-07,NZDI,0.29
2017-04-07,PED,0.37
2017-04-07,SMD,0.67
2017-04-07,SMDA,0.02
2017-04-07,SPI,0.09
2017-04-08,NZDI,0.26
2017-04-08,PED,0.34
2017-04-08,SMD,0.62
2017-04-08,SMDA,0.01
2017-04-08,SPI,0.06
2017-04-09,NZDI,0.24
2017-04-09,PED,0.3
2017-04-09,SMD,0.58
2017-04-09,SMDA,0.06
2017-04-09,SPI,0.03
2017-04-10,NZDI,0.22
2017-04-10,PED,0.29
2017-04-10,SMD,0.54
2017-04-10,SMDA,0.05
2017-04-10,SPI,0.01
2017-04-11,NZDI,0.22
2017-04-11,PED,0.29
2017-04-11,SMD,0.53
2017-04-11,SMDA,0.05
2017-04-11,SPI,0
2017-04-12,NZDI,0.21
2017-04-12,PED,0.29
2017-04-12,SMD,0.51
2017-04-12,SMDA,0.05
2017-04-12,SPI,0
2017-04-13,NZDI,0.21
2017-04-13,PED,0.28
2017-04-13,SMD,0.5
2017-04-13,SMDA,0.05
2017-04-13,SPI,0
2017-04-14,NZDI,0.2
2017-04-14,PED,0.26
2017-04-14,SMD,0.48
2017-04-14,SMDA,0.05
2017-04-14,SPI,0
2017-04-15,NZDI,0.19
2017-04-15,PED,0.25
2017-04-15,SMD,0.46
2017-04-15,SMDA,0.05
2017-04-15,SPI,0
2017-04-16,NZDI,0.18
2017-04-16,PED,0.23
2017-04-16,SMD,0.44
2017-04-16,SMDA,0.05
2017-04-16,SPI,0
2017-04-17,NZDI,0.18
2017-04-17,PED,0.22
2017-04-17,SMD,0.43
2017-04-17,SMDA,0.05
2017-04-17,SPI,0
2017-04-18,NZDI,0.16
2017-04-18,PED,0.19
2017-04-18,SMD,0.41
2017-04-18,SMDA,0.05
2017-04-18,SPI,0
2017-04-19,NZDI,0.15
2017-04-19,PED,0.16
2017-04-19,SMD,0.39
2017-04-19,SMDA,0.04
