"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
551023,"Fernleigh",3,9,3,654,840,831,0.00458715596330275,0.0107142857142857,0.0036101083032491
551024,"Barrett",21,12,27,1269,1467,2097,0.016548463356974,0.0081799591002045,0.0128755364806867
551030,"Omata",3,9,9,447,474,540,0.00671140939597315,0.0189873417721519,0.0166666666666667
551111,"Lepperton",51,42,51,1758,1917,2376,0.0290102389078498,0.0219092331768388,0.0214646464646465
551112,"Kaitake",51,33,42,2181,2358,2862,0.0233837689133425,0.0139949109414758,0.0146750524109015
551120,"Okato",39,30,15,519,531,561,0.0751445086705202,0.0564971751412429,0.0267379679144385
551301,"Waitara West",348,321,315,3567,3612,3672,0.0975609756097561,0.0888704318936877,0.0857843137254902
551302,"Waitara East",261,252,312,2679,2676,2811,0.097424412094065,0.0941704035874439,0.110992529348986
551400,"Moturoa",156,168,180,3243,3555,3351,0.0481036077705828,0.0472573839662447,0.053715308863026
551501,"Lynmouth",69,72,90,2064,2142,2181,0.0334302325581395,0.0336134453781513,0.0412654745529574
551502,"Spotswood",84,93,78,1983,2010,2016,0.0423600605143722,0.0462686567164179,0.0386904761904762
551503,"Marfell",165,144,138,1992,2049,2040,0.0828313253012048,0.0702781844802343,0.0676470588235294
551600,"Upper Westown",9,12,21,1443,1503,1575,0.00623700623700624,0.00798403193612774,0.0133333333333333
551700,"Westown",99,81,87,3294,3402,3411,0.0300546448087432,0.0238095238095238,0.0255057167985928
551800,"New Plymouth Central",18,18,15,612,642,675,0.0294117647058824,0.0280373831775701,0.0222222222222222
551900,"Kawaroa",57,57,66,1860,1896,1911,0.0306451612903226,0.0300632911392405,0.0345368916797488
552001,"Mount Bryan",15,21,18,879,888,873,0.0170648464163823,0.0236486486486486,0.0206185567010309
552002,"Marsland Hill",51,45,24,1422,1320,1329,0.0358649789029536,0.0340909090909091,0.018058690744921
552100,"Fitzroy",75,75,69,3639,3591,3750,0.0206100577081616,0.0208855472013367,0.0184
552200,"Welbourn",39,42,39,1758,1701,1842,0.0221843003412969,0.0246913580246914,0.0211726384364821
552300,"Merrilands",66,63,63,2727,2787,2811,0.0242024202420242,0.0226049515608181,0.0224119530416222
552400,"Frankleigh",93,114,105,3480,3447,3456,0.0267241379310345,0.0330722367275892,0.0303819444444444
552500,"Struan Park",105,102,96,4704,4716,4905,0.0223214285714286,0.0216284987277354,0.0195718654434251
552701,"Egmont Village",39,3,3,471,483,594,0.0828025477707006,0.0062111801242236,0.00505050505050505
552702,"Kaimata",30,21,39,2397,2601,2778,0.0125156445556946,0.00807381776239908,0.0140388768898488
552800,"Inglewood",63,93,84,2946,3090,3243,0.0213849287169043,0.0300970873786408,0.0259019426456984
552900,"Midhirst",12,0,3,249,225,234,0.0481927710843374,0,0.0128205128205128
553001,"Whangamomona",6,6,3,171,168,147,0.0350877192982456,0.0357142857142857,0.0204081632653061
553002,"Douglas",6,6,12,852,792,729,0.00704225352112676,0.00757575757575758,0.0164609053497942
553003,"Toko",9,21,9,1161,1167,1188,0.00775193798449612,0.0179948586118252,0.00757575757575758
553004,"Pembroke",33,27,15,1221,1200,1227,0.027027027027027,0.0225,0.0122249388753056
553101,"Stratford West",111,117,84,3078,3264,3264,0.0360623781676413,0.0358455882352941,0.0257352941176471
553102,"Stratford East",63,51,48,2154,2073,2199,0.0292479108635097,0.0246020260492041,0.0218281036834925
553200,"Opunake",153,114,75,1500,1368,1335,0.102,0.0833333333333333,0.0561797752808989
553301,"Rahotu",30,9,12,300,252,252,0.1,0.0357142857142857,0.0476190476190476
553302,"Kahui",147,114,102,2817,2610,2604,0.0521831735889244,0.0436781609195402,0.0391705069124424
553400,"Kaponga",27,30,27,348,372,303,0.0775862068965517,0.0806451612903226,0.0891089108910891
553500,"Mangatoki-Moeroa",27,24,27,1716,1716,1698,0.0157342657342657,0.013986013986014,0.0159010600706714
553601,"Eltham",132,108,108,2100,1980,1941,0.0628571428571429,0.0545454545454545,0.0556414219474498
553700,"Kapuni",39,66,24,1383,1362,1320,0.0281995661605206,0.0484581497797357,0.0181818181818182
553800,"Manaia",123,93,78,951,927,960,0.129337539432177,0.100323624595469,0.08125
553900,"Normanby",75,63,63,873,846,891,0.0859106529209622,0.074468085106383,0.0707070707070707
554010,"Hawera North",186,186,192,3984,3927,3870,0.0466867469879518,0.0473644003055768,0.0496124031007752
554020,"Hawera South",237,237,264,3867,3789,3870,0.0612878200155159,0.0625494853523357,0.0682170542635659
554111,"Ohawe Beach",42,39,48,633,621,687,0.0663507109004739,0.0628019323671498,0.0698689956331878
554113,"Tawhiti",33,21,24,597,600,729,0.0552763819095477,0.035,0.0329218106995885
554114,"Waingongoro",15,15,9,357,339,396,0.0420168067226891,0.0442477876106195,0.0227272727272727
554115,"Hawera West",6,6,15,630,648,777,0.00952380952380952,0.00925925925925926,0.0193050193050193
554120,"Ohangai",18,24,15,570,591,567,0.0315789473684211,0.0406091370558376,0.0264550264550265
554130,"Okaiawa",48,33,27,618,585,537,0.0776699029126214,0.0564102564102564,0.0502793296089385
554300,"Waitotara",9,9,6,102,66,63,0.0882352941176471,0.136363636363636,0.0952380952380952
554400,"Whenuakura",33,27,45,1059,999,1068,0.0311614730878187,0.027027027027027,0.0421348314606742
554500,"Makakaho",33,30,24,927,882,810,0.0355987055016181,0.0340136054421769,0.0296296296296296
554700,"Patea",210,177,138,1302,1143,1101,0.161290322580645,0.154855643044619,0.125340599455041
554800,"Waverley",99,78,48,903,858,798,0.109634551495017,0.0909090909090909,0.0601503759398496
554900,"Tangiwai",96,90,69,1218,1344,1218,0.0788177339901478,0.0669642857142857,0.0566502463054187
555000,"Ohakune",135,114,114,1293,1098,987,0.104408352668213,0.103825136612022,0.115501519756839
555100,"Raetihi",159,159,141,1071,1035,1002,0.148459383753501,0.153623188405797,0.140718562874251
555200,"Otamatea",6,15,24,996,1089,1284,0.00602409638554217,0.0137741046831956,0.0186915887850467
555300,"Blueskin",30,24,24,1473,1521,1767,0.0203665987780041,0.0157790927021696,0.0135823429541596
555400,"Maxwell",45,39,45,1455,1527,1644,0.0309278350515464,0.0255402750491159,0.0273722627737226
555700,"Castlecliff North",279,267,174,2322,2172,1956,0.12015503875969,0.12292817679558,0.0889570552147239
555800,"Castlecliff South",168,168,147,1359,1263,1254,0.123620309050773,0.133016627078385,0.117224880382775
555900,"Mosston",153,150,105,1191,1143,1065,0.128463476070529,0.131233595800525,0.0985915492957746
556000,"Balgownie",69,48,30,300,309,225,0.23,0.155339805825243,0.133333333333333
556100,"Tawhero",78,84,96,1713,1812,1812,0.0455341506129597,0.0463576158940397,0.0529801324503311
556200,"Gonville South",180,165,150,3093,3108,2991,0.05819592628516,0.0530888030888031,0.0501504513540622
556300,"Gonville East",75,78,90,1254,1302,1305,0.0598086124401914,0.0599078341013825,0.0689655172413793
556400,"Gonville West",207,201,180,1695,1677,1551,0.12212389380531,0.119856887298748,0.11605415860735
556500,"Springvale West",39,42,36,1329,1347,1356,0.0293453724604966,0.0311804008908686,0.0265486725663717
556600,"Springvale East",24,24,36,1794,1860,1899,0.0133779264214047,0.0129032258064516,0.018957345971564
556700,"Wanganui Collegiate",36,60,66,1167,1116,1146,0.0308483290488432,0.0537634408602151,0.0575916230366492
556800,"Laird Park",183,180,162,2328,2214,2172,0.0786082474226804,0.0813008130081301,0.074585635359116
556900,"Wanganui Central",120,69,45,1470,1383,1215,0.0816326530612245,0.0498915401301518,0.037037037037037
557000,"Spriggens Park",21,9,18,360,327,303,0.0583333333333333,0.0275229357798165,0.0594059405940594
557100,"Cooks Gardens",36,21,18,432,369,276,0.0833333333333333,0.0569105691056911,0.0652173913043478
557200,"St Johns Hill",39,30,39,2202,2058,2115,0.0177111716621253,0.0145772594752187,0.0184397163120567
557300,"Lower Aramoho",138,117,120,1758,1824,1707,0.0784982935153584,0.0641447368421053,0.070298769771529
557400,"Upper Aramoho",153,165,114,2139,2142,1986,0.0715287517531557,0.07703081232493,0.0574018126888218
557500,"Williams Domain",135,126,117,2124,2124,2136,0.0635593220338983,0.0593220338983051,0.0547752808988764
557600,"Wembley Park",213,231,183,1728,1761,1587,0.123263888888889,0.131175468483816,0.11531190926276
557700,"Kowhai Park",90,87,75,2193,2148,2070,0.0410396716826265,0.0405027932960894,0.036231884057971
557800,"Bastia Hill",21,18,21,708,675,645,0.0296610169491525,0.0266666666666667,0.0325581395348837
557900,"Durie Hill",48,42,45,1530,1446,1458,0.0313725490196078,0.029045643153527,0.0308641975308642
558100,"Putiki",63,57,45,345,357,324,0.182608695652174,0.159663865546218,0.138888888888889
558200,"Marybank-Gordon Park",6,9,9,417,444,486,0.0143884892086331,0.0202702702702703,0.0185185185185185
558300,"Fordell-Kakatahi",207,180,207,2394,2124,2418,0.0864661654135338,0.0847457627118644,0.0856079404466501
558500,"Waiouru",186,135,90,1647,1383,738,0.112932604735883,0.0976138828633406,0.121951219512195
558600,"Mangaweka",9,6,9,180,177,150,0.05,0.0338983050847458,0.06
558700,"Hunterville",39,21,24,507,441,429,0.0769230769230769,0.0476190476190476,0.0559440559440559
558800,"Ratana Community",213,174,135,426,366,327,0.5,0.475409836065574,0.412844036697248
558900,"Bulls",84,102,78,1755,1659,1515,0.0478632478632479,0.0614828209764919,0.0514851485148515
559000,"Ngamatea",NA,0,NA,30,39,27,NA,0,NA
559210,"Moawhango",42,36,42,684,693,651,0.0614035087719298,0.051948051948052,0.0645161290322581
559220,"Pohonui-Porewa",78,90,51,2160,2076,2031,0.0361111111111111,0.0433526011560694,0.0251107828655835
559230,"Lake Alice",90,60,75,2730,2694,2727,0.032967032967033,0.022271714922049,0.0275027502750275
559240,"Koitiata",9,3,3,114,93,108,0.0789473684210526,0.032258064516129,0.0277777777777778
559400,"Taihape",159,192,165,1806,1788,1512,0.0880398671096345,0.10738255033557,0.109126984126984
559500,"Marton",345,384,273,4713,4680,4548,0.0732017823042648,0.0820512820512821,0.0600263852242744
559700,"Kiwitea",36,24,27,1410,1410,1443,0.025531914893617,0.0170212765957447,0.0187110187110187
560000,"Pohangina",15,24,15,1041,1065,1095,0.0144092219020173,0.0225352112676056,0.0136986301369863
560200,"Ashhurst",69,48,81,2565,2568,2778,0.0269005847953216,0.0186915887850467,0.0291576673866091
560301,"Stoney Creek",9,9,18,582,705,846,0.0154639175257732,0.0127659574468085,0.0212765957446809
560302,"Whakarongo",9,12,21,726,774,942,0.012396694214876,0.0155038759689922,0.0222929936305732
560411,"Oroua Bridge",3,6,6,171,168,231,0.0175438596491228,0.0357142857142857,0.025974025974026
560412,"Maewa",15,21,18,447,516,918,0.0335570469798658,0.0406976744186047,0.0196078431372549
560421,"Halcombe",21,12,15,435,432,537,0.0482758620689655,0.0277777777777778,0.0279329608938547
560422,"Tokorangi-Hiwinui",69,114,63,2085,2256,2403,0.0330935251798561,0.050531914893617,0.0262172284644195
560710,"Feilding North",204,216,204,3738,3699,4029,0.0545746388443018,0.0583941605839416,0.0506329113924051
560720,"Feilding West",132,120,120,3495,3588,3768,0.0377682403433476,0.0334448160535117,0.0318471337579618
560730,"Feilding Central",111,135,120,2721,2772,2715,0.0407938257993385,0.0487012987012987,0.0441988950276243
560740,"Feilding East",105,114,117,2826,2865,2862,0.0371549893842887,0.0397905759162304,0.0408805031446541
560900,"Sanson",30,15,12,495,495,537,0.0606060606060606,0.0303030303030303,0.0223463687150838
561000,"Rongotea",15,9,6,612,591,594,0.0245098039215686,0.0152284263959391,0.0101010101010101
561100,"Tangimoana",9,3,6,276,234,198,0.0326086956521739,0.0128205128205128,0.0303030303030303
561200,"Himatangi Beach",21,30,9,540,450,429,0.0388888888888889,0.0666666666666667,0.020979020979021
561300,"Foxton Beach",93,81,66,1893,1731,1641,0.0491283676703645,0.0467937608318891,0.0402193784277879
561410,"Rakiraki",9,9,9,240,279,300,0.0375,0.032258064516129,0.03
561421,"Ohakea",6,6,3,315,228,249,0.019047619047619,0.0263157894736842,0.0120481927710843
561422,"Oroua Downs-Waitohi",66,75,54,2958,3123,3207,0.0223123732251521,0.0240153698366955,0.0168381665107577
561500,"Moutoa",21,30,27,834,870,918,0.0251798561151079,0.0344827586206897,0.0294117647058824
561700,"Foxton",207,201,195,2724,2718,2643,0.0759911894273128,0.0739514348785872,0.0737797956867196
561811,"Kairanga",24,24,18,756,858,876,0.0317460317460317,0.027972027972028,0.0205479452054795
561812,"Longburn",21,21,18,549,582,648,0.0382513661202186,0.0360824742268041,0.0277777777777778
561813,"Massey University",9,18,18,597,771,768,0.0150753768844221,0.0233463035019455,0.0234375
561820,"Linton Military Camp",147,216,132,1509,1791,1347,0.0974155069582505,0.120603015075377,0.0979955456570156
561901,"Kauwhata",42,51,36,1770,1896,1944,0.023728813559322,0.0268987341772152,0.0185185185185185
561902,"Turitea",27,36,57,1194,1614,1878,0.0226130653266332,0.0223048327137546,0.0303514376996805
562100,"Milson",189,192,171,5208,5229,5508,0.0362903225806452,0.0367183017785427,0.0310457516339869
562200,"Kelvin Grove",141,207,234,3420,4845,6771,0.0412280701754386,0.0427244582043344,0.0345591493132477
562310,"Takaro",291,300,276,5340,5229,5253,0.0544943820224719,0.057372346528973,0.0525414049114792
562320,"Cloverlea",87,108,78,2124,2046,1926,0.0409604519774011,0.0527859237536657,0.0404984423676012
562401,"Palmerston North Hospital",93,108,66,2736,2673,2601,0.0339912280701754,0.0404040404040404,0.0253748558246828
562402,"Papaeoia",72,105,60,2634,2772,2649,0.0273348519362187,0.0378787878787879,0.0226500566251416
562500,"Roslyn",267,306,288,5298,5382,5598,0.05039637599094,0.0568561872909699,0.0514469453376206
562600,"Terrace End",93,78,96,2937,2982,2967,0.0316649642492339,0.0261569416498994,0.032355915065723
562710,"Highbury",318,288,303,3240,3207,3120,0.0981481481481482,0.0898035547240412,0.0971153846153846
562720,"Westbrook",243,288,246,4254,4206,3999,0.0571227080394922,0.0684736091298146,0.0615153788447112
562800,"Palmerston North Central",144,144,87,2865,3099,2865,0.050261780104712,0.0464666021297193,0.0303664921465969
562910,"Awapuni North",216,234,195,3408,3405,3324,0.0633802816901408,0.0687224669603524,0.0586642599277978
562921,"Awapuni West",36,42,36,1377,1404,1416,0.0261437908496732,0.0299145299145299,0.0254237288135593
562922,"Awapuni South",81,75,87,3309,3234,3210,0.0244786944696283,0.023191094619666,0.0271028037383178
563000,"West End",180,168,147,4383,4638,4716,0.0410677618069815,0.036222509702458,0.0311704834605598
563101,"Hokowhitu West",120,102,63,4233,4050,4155,0.0283486888731396,0.0251851851851852,0.0151624548736462
563102,"Hokowhitu Lagoon",24,15,18,1578,1560,1515,0.0152091254752852,0.00961538461538462,0.0118811881188119
563200,"Hokowhitu East",108,132,102,4887,4941,4968,0.0220994475138122,0.0267152398299939,0.0205314009661836
563300,"Aokautere",30,21,45,2244,3171,3438,0.0133689839572193,0.00662251655629139,0.0130890052356021
563500,"Shannon",180,162,132,1407,1371,1242,0.127931769722815,0.118161925601751,0.106280193236715
563600,"Waitarere",12,18,18,582,591,585,0.0206185567010309,0.0304568527918782,0.0307692307692308
563701,"Waikanae Beach",57,57,60,2451,2895,3048,0.0232558139534884,0.0196891191709845,0.0196850393700787
563703,"Waikanae East",30,39,42,1794,1989,2175,0.0167224080267559,0.0196078431372549,0.0193103448275862
563704,"Peka Peka",0,0,6,195,252,360,0,0,0.0166666666666667
563705,"Waikanae Park",18,24,33,1824,1899,1953,0.00986842105263158,0.0126382306477093,0.0168970814132104
563706,"Waikanae West",36,39,36,3309,3453,3462,0.0108794197642792,0.0112945264986968,0.0103986135181976
563801,"Tokomaru",42,30,24,549,513,552,0.0765027322404372,0.0584795321637427,0.0434782608695652
563802,"Opiki",9,15,3,492,516,525,0.0182926829268293,0.0290697674418605,0.00571428571428571
563920,"Kaitawa",6,9,3,390,477,543,0.0153846153846154,0.0188679245283019,0.00552486187845304
564011,"Lake Horowhenua",72,60,45,729,765,756,0.0987654320987654,0.0784313725490196,0.0595238095238095
564012,"Waiopehu",33,21,18,1587,1560,1518,0.0207939508506616,0.0134615384615385,0.0118577075098814
564013,"Kohitere",12,12,24,642,717,834,0.0186915887850467,0.0167364016736402,0.0287769784172662
564021,"Mangaore-Manakau",117,135,105,2877,3015,3141,0.040667361835245,0.0447761194029851,0.0334288443170965
564022,"Otaki Forks",42,48,33,1479,1410,1488,0.0283975659229209,0.0340425531914894,0.0221774193548387
564023,"Te Horo",12,18,15,639,675,807,0.0187793427230047,0.0266666666666667,0.0185873605947955
564210,"Levin North",90,114,108,3330,3390,3489,0.027027027027027,0.0336283185840708,0.0309544282029235
564220,"Levin West",171,180,171,2709,2595,2667,0.0631229235880399,0.069364161849711,0.0641169853768279
564231,"Playford Park",150,156,156,3192,3234,3336,0.0469924812030075,0.0482374768089054,0.0467625899280576
564232,"Levin South",174,189,162,1971,1956,1815,0.0882800608828006,0.0966257668711656,0.0892561983471074
564240,"Levin East",129,135,141,4305,4329,4428,0.0299651567944251,0.0311850311850312,0.0318428184281843
564400,"Otaki",798,786,903,5643,5466,5778,0.141414141414141,0.143798024149286,0.156282450674974
564510,"Heretaunga",15,6,15,1254,1200,1194,0.0119617224880383,0.005,0.0125628140703518
564520,"Trentham South",63,96,93,627,1023,1128,0.100478468899522,0.093841642228739,0.0824468085106383
564530,"Pinehaven",45,36,36,2727,2721,2688,0.0165016501650165,0.0132304299889746,0.0133928571428571
564601,"Moonshine Valley",3,3,6,204,204,201,0.0147058823529412,0.0147058823529412,0.0298507462686567
564602,"Riverstone Terraces",3,9,27,75,660,1383,0.04,0.0136363636363636,0.0195227765726681
564800,"Glendale",414,351,384,3525,3633,3804,0.117446808510638,0.0966143682906689,0.100946372239748
564900,"Parkway",129,132,129,2991,3012,3138,0.0431293881644935,0.0438247011952191,0.0411089866156788
565000,"Fernlea",150,126,132,1998,1959,1974,0.0750750750750751,0.0643185298621746,0.0668693009118541
565100,"Arakura",264,219,195,2523,2469,2448,0.104637336504162,0.0886998784933171,0.079656862745098
565200,"Homedale West",183,171,147,2487,2484,2463,0.0735826296743064,0.0688405797101449,0.0596833130328867
565300,"Homedale East",201,249,216,3081,3117,2928,0.065238558909445,0.0798845043310876,0.0737704918032787
565400,"Pencarrow",18,21,27,456,537,549,0.0394736842105263,0.0391061452513966,0.0491803278688525
565601,"Pauatahanui",12,12,12,828,945,1080,0.0144927536231884,0.0126984126984127,0.0111111111111111
565602,"Endeavour",27,27,33,2925,3417,3765,0.00923076923076923,0.00790166812993854,0.00876494023904383
565603,"Resolution",3,3,3,84,102,138,0.0357142857142857,0.0294117647058824,0.0217391304347826
565604,"Adventure",42,48,45,1236,1266,1356,0.0339805825242718,0.037914691943128,0.0331858407079646
565700,"Paekakariki Hill",6,6,6,117,132,147,0.0512820512820513,0.0454545454545455,0.0408163265306122
565901,"Paraparaumu Beach North",69,81,75,3165,3255,3564,0.0218009478672986,0.0248847926267281,0.021043771043771
565902,"Otaihanga",18,21,27,993,1110,1206,0.0181268882175227,0.0189189189189189,0.0223880597014925
565903,"Paraparaumu Beach South",72,72,63,3921,4677,4938,0.018362662586075,0.0153944836433611,0.0127582017010936
566000,"Paraparaumu Central",189,231,252,6810,8205,8682,0.0277533039647577,0.0281535648994516,0.0290255701451279
566101,"Raumati Beach",75,99,99,4158,4470,4848,0.018037518037518,0.0221476510067114,0.0204207920792079
566102,"Raumati South",72,99,87,3321,3546,3594,0.021680216802168,0.0279187817258883,0.0242070116861436
566200,"Paekakariki",135,102,78,1728,1602,1665,0.078125,0.0636704119850187,0.0468468468468468
566301,"Kapiti Island",NA,NA,NA,9,9,9,NA,NA,NA
566302,"Maungakotukutuku",0,15,6,618,816,978,0,0.0183823529411765,0.00613496932515337
566500,"Te Marua",45,33,36,981,1068,1152,0.0458715596330275,0.0308988764044944,0.03125
566610,"Akatarawa",21,12,12,636,618,567,0.0330188679245283,0.0194174757281553,0.0211640211640212
566620,"Emerald Hill",66,75,81,2541,2721,2760,0.025974025974026,0.0275633958103638,0.0293478260869565
566700,"Maoribank",183,189,126,2397,2553,2832,0.0763454317897372,0.0740305522914219,0.0444915254237288
566800,"Clouston Park",84,90,93,2214,2325,2463,0.037940379403794,0.0387096774193548,0.0377588306942753
566900,"Totara Park",66,90,75,2871,2853,2874,0.0229885057471264,0.0315457413249211,0.0260960334029228
567000,"Ebdentown",78,63,69,2178,2142,2163,0.0358126721763085,0.0294117647058824,0.0319001386962552
567100,"Upper Hutt Central",15,12,12,294,321,309,0.0510204081632653,0.0373831775700935,0.0388349514563107
567200,"Maidstone",15,9,6,144,141,114,0.104166666666667,0.0638297872340425,0.0526315789473684
567300,"Wallaceville",63,60,66,2061,2157,2151,0.0305676855895196,0.0278164116828929,0.0306834030683403
567400,"Elderslea",87,120,111,3126,3201,3243,0.027831094049904,0.0374882849109653,0.0342275670675301
567500,"Poets Block",60,54,51,2292,2220,2223,0.0261780104712042,0.0243243243243243,0.0229419703103914
567600,"Brentwood",90,102,75,1983,2094,2097,0.0453857791225416,0.0487106017191977,0.0357653791130186
567700,"Trentham North",114,84,147,2646,2766,2943,0.0430839002267574,0.0303687635574837,0.0499490316004077
567800,"Heretaunga-Silverstream",69,93,51,3552,3621,3588,0.0194256756756757,0.0256835128417564,0.0142140468227425
567901,"Cloustonville",6,3,15,324,351,408,0.0185185185185185,0.00854700854700855,0.0367647058823529
567902,"Mangaroa",12,27,30,1242,1461,1695,0.00966183574879227,0.0184804928131417,0.0176991150442478
568101,"Tawhai",105,141,99,3123,3186,3345,0.0336215177713737,0.044256120527307,0.0295964125560538
568102,"Holborn",108,120,114,2031,1986,2067,0.0531757754800591,0.0604229607250755,0.0551523947750363
568103,"Delaney",195,201,171,2343,2385,2412,0.0832266325224072,0.0842767295597484,0.0708955223880597
568104,"Manuka",48,39,42,1701,1680,1707,0.0282186948853616,0.0232142857142857,0.0246045694200351
568201,"Taita North",240,264,156,2856,3021,2610,0.0840336134453782,0.0873882820258193,0.0597701149425287
568202,"Taita South",177,213,180,2751,3039,2925,0.064340239912759,0.0700888450148075,0.0615384615384615
568301,"Avalon East",75,108,108,2238,2295,2337,0.0335120643431635,0.0470588235294118,0.0462130937098845
568302,"Naenae North",324,354,297,4443,4746,4659,0.0729237002025658,0.0745891276864728,0.0637475853187379
568303,"Naenae South",267,282,240,3558,3546,3528,0.0750421585160202,0.0795262267343486,0.0680272108843537
568401,"Avalon West",48,57,27,2301,2367,2466,0.0208604954367666,0.0240811153358682,0.0109489051094891
568402,"Boulcott",45,45,60,2421,2448,2484,0.0185873605947955,0.0183823529411765,0.0241545893719807
568501,"Epuni West",87,75,75,2940,3090,3018,0.0295918367346939,0.0242718446601942,0.0248508946322068
568502,"Epuni East",111,123,108,2934,2973,2874,0.0378323108384458,0.041372351160444,0.0375782881002088
568601,"Waterloo West",3,3,15,924,918,882,0.00324675324675325,0.00326797385620915,0.0170068027210884
568602,"Waterloo East",99,99,96,4131,4224,4245,0.0239651416122004,0.0234375,0.0226148409893993
568701,"Waiwhetu North",159,177,192,1413,1434,1362,0.112526539278132,0.123430962343096,0.140969162995595
568702,"Waiwhetu South",99,117,90,2178,2517,2601,0.0454545454545455,0.0464839094159714,0.0346020761245675
568800,"Gracefield",6,6,0,75,60,60,0.08,0.1,0
568900,"Moera",177,144,105,1668,1608,1533,0.106115107913669,0.0895522388059701,0.0684931506849315
569001,"Woburn North",21,12,24,1311,1317,1299,0.0160183066361556,0.00911161731207289,0.0184757505773672
569002,"Woburn South",6,12,9,417,420,393,0.0143884892086331,0.0285714285714286,0.0229007633587786
569100,"Hutt Central",39,39,54,3606,3738,3954,0.0108153078202995,0.0104333868378812,0.0136570561456753
569201,"Melling",24,33,33,534,615,645,0.0449438202247191,0.0536585365853659,0.0511627906976744
569202,"Alicetown",69,90,54,1869,1854,1971,0.0369181380417336,0.0485436893203883,0.0273972602739726
569301,"Normandale",30,24,15,2052,2082,2052,0.0146198830409357,0.0115273775216138,0.00730994152046784
569302,"Maungaraki",45,63,63,3411,3552,3777,0.0131926121372032,0.0177364864864865,0.0166799046862589
569401,"Tirohanga",15,18,18,1053,1200,1164,0.0142450142450142,0.015,0.0154639175257732
569402,"Belmont",30,42,42,2415,2571,2700,0.0124223602484472,0.0163360560093349,0.0155555555555556
569500,"Kelson",42,42,27,2610,2616,2697,0.0160919540229885,0.0160550458715596,0.0100111234705228
569600,"Haywards-Manor Park",15,9,3,372,384,393,0.0403225806451613,0.0234375,0.00763358778625954
569800,"Korokoro",24,30,36,1272,1287,1332,0.0188679245283019,0.0233100233100233,0.027027027027027
569900,"Petone Central",51,51,36,843,879,906,0.0604982206405694,0.0580204778156997,0.0397350993377483
570000,"Esplanade",201,168,144,2436,2361,2484,0.082512315270936,0.071156289707751,0.0579710144927536
570100,"Wilford",243,195,168,3486,3369,3363,0.0697074010327022,0.0578806767586821,0.0499553969669938
570300,"Eastbourne",45,36,42,4704,4719,4665,0.00956632653061225,0.00762873490146217,0.0090032154340836
570400,"Titahi Bay North",204,192,249,2373,2433,2457,0.0859671302149178,0.0789149198520345,0.101343101343101
570500,"Onepoto",168,138,156,1857,1845,1800,0.0904684975767367,0.0747967479674797,0.0866666666666667
570600,"Titahi Bay South",282,288,306,3126,3246,3564,0.09021113243762,0.088724584103512,0.0858585858585859
570700,"Elsdon-Takapuwahia",297,285,252,2262,2265,2211,0.131299734748011,0.125827814569536,0.113975576662144
570800,"Porirua Central",45,45,57,231,315,381,0.194805194805195,0.142857142857143,0.149606299212598
570900,"Porirua East",186,228,171,2040,2091,2043,0.0911764705882353,0.109038737446198,0.0837004405286344
571000,"Ranui Heights",54,75,60,1260,1347,1359,0.0428571428571429,0.0556792873051225,0.0441501103752759
571100,"Cannons Creek North",324,234,168,3156,3309,3132,0.102661596958175,0.0707162284678151,0.053639846743295
571200,"Cannons Creek South",126,120,84,1623,1563,1533,0.077634011090573,0.0767754318618042,0.0547945205479452
571300,"Cannons Creek East",357,189,147,3873,3774,3594,0.0921766072811774,0.0500794912559618,0.0409015025041736
571400,"Waitangirua",447,261,264,4233,4077,4020,0.105598866052445,0.0640176600441501,0.0656716417910448
571501,"Papakowhai North",48,51,51,2181,2301,2283,0.0220082530949106,0.0221642764015645,0.0223390275952694
571502,"Papakowhai South",NA,9,42,0,117,2292,NA,0.0769230769230769,0.0183246073298429
571600,"Ascot Park",276,240,189,2814,2706,2670,0.0980810234541578,0.0886917960088692,0.0707865168539326
571800,"Pukerua Bay",60,39,48,1692,1722,1896,0.0354609929078014,0.0226480836236934,0.0253164556962025
571900,"Plimmerton",60,60,57,2055,2055,2115,0.0291970802919708,0.0291970802919708,0.0269503546099291
572000,"Mana-Camborne",57,39,54,2238,2283,2553,0.0254691689008043,0.0170827858081472,0.0211515863689777
572100,"Paremata-Postgate",57,57,54,2391,2400,2547,0.0238393977415307,0.02375,0.0212014134275618
572200,"Discovery",33,66,45,2730,2820,2751,0.0120879120879121,0.0234042553191489,0.0163576881134133
572300,"Mana Island",NA,NA,NA,0,0,3,NA,NA,NA
572500,"Tawa South",54,54,81,3510,3582,3567,0.0153846153846154,0.0150753768844221,0.0227081581160639
572600,"Tawa Central",114,96,108,4095,4284,4377,0.0278388278388278,0.0224089635854342,0.0246744345442084
572701,"Linden",150,105,111,3795,3813,3999,0.0395256916996047,0.027537372147915,0.0277569392348087
572702,"Greenacres",18,18,33,1260,1512,1581,0.0142857142857143,0.0119047619047619,0.0208728652751423
572900,"Thorndon-Tinakori Road",66,78,114,3129,3807,4128,0.0210930009587728,0.020488573680063,0.0276162790697674
573000,"Lambton",72,84,219,3702,4776,5625,0.0194489465153971,0.0175879396984925,0.0389333333333333
573101,"Willis Street-Cambridge Terrace",102,78,159,2994,4518,7329,0.0340681362725451,0.0172642762284197,0.021694637740483
