"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
521115,"Opuawhanga",0,6,9,177,216,234,0,0.0277777777777778,0.0384615384615385
521116,"Buckland",12,9,6,342,456,552,0.0350877192982456,0.0197368421052632,0.0108695652173913
521117,"Buckland South",21,12,12,738,798,843,0.0284552845528455,0.0150375939849624,0.0142348754448399
521121,"Patumahoe",27,42,27,2163,2259,2457,0.0124826629680999,0.0185922974767596,0.010989010989011
521122,"Kingseat",105,138,105,5433,6099,6216,0.0193263390392049,0.0226266601082145,0.0168918918918919
521131,"Pokeno",36,48,36,1425,1707,1782,0.0252631578947368,0.0281195079086116,0.0202020202020202
521132,"Hunua",48,42,48,3651,4098,4242,0.0131470829909614,0.0102489019033675,0.0113154172560113
521134,"Paparata",3,3,3,198,201,243,0.0151515151515152,0.0149253731343284,0.0123456790123457
521135,"Mangatawhiri",45,48,39,1311,1383,1533,0.034324942791762,0.03470715835141,0.025440313111546
521136,"Kaiaua",54,45,54,711,666,786,0.0759493670886076,0.0675675675675676,0.0687022900763359
521151,"Awhitu",60,66,60,2340,2538,2499,0.0256410256410256,0.0260047281323877,0.0240096038415366
521152,"Glenbrook",33,33,42,1935,2076,2145,0.0170542635658915,0.0158959537572254,0.0195804195804196
521153,"Otaua",39,39,27,2037,2166,2268,0.0191458026509573,0.018005540166205,0.0119047619047619
521160,"Bombay",27,15,9,750,807,798,0.036,0.0185873605947955,0.0112781954887218
521201,"Hingaia",9,9,18,687,639,1662,0.0131004366812227,0.0140845070422535,0.0108303249097473
521202,"Whangapouri Creek",3,6,3,486,579,546,0.00617283950617284,0.0103626943005181,0.00549450549450549
521203,"Bremner",3,3,3,348,396,378,0.00862068965517241,0.00757575757575758,0.00793650793650794
521301,"Drury",69,57,51,2919,3390,3528,0.0236382322713258,0.0168141592920354,0.0144557823129252
521302,"Runciman",9,3,6,411,504,486,0.0218978102189781,0.00595238095238095,0.0123456790123457
521501,"Mellons Bay",12,18,12,2871,3048,3210,0.00417972831765935,0.00590551181102362,0.00373831775700935
521502,"Cockle Bay",21,27,12,4443,4779,4761,0.00472653612424038,0.00564971751412429,0.00252047889098929
521601,"Howick West",12,12,15,2505,2697,2712,0.00479041916167665,0.00444938820912125,0.00553097345132743
521602,"Howick Central",48,45,51,5142,5763,6411,0.00933488914819136,0.00780843310775638,0.00795507721104352
521801,"Otahuhu North",129,99,81,2631,2784,2955,0.0490307867730901,0.0355603448275862,0.0274111675126904
521802,"Fairburn",213,171,147,3240,3366,3549,0.0657407407407407,0.0508021390374332,0.0414201183431953
521803,"Otahuhu East",69,72,60,1632,1896,2088,0.0422794117647059,0.0379746835443038,0.028735632183908
521901,"Otahuhu West",294,231,249,4485,4818,4929,0.0655518394648829,0.0479452054794521,0.0505173463177115
521902,"Middlemore",9,0,6,81,273,108,0.111111111111111,0,0.0555555555555556
522100,"Papatoetoe West",189,222,177,4536,5142,5886,0.0416666666666667,0.0431738623103851,0.0300713557594292
522201,"Papatoetoe North",177,183,162,4611,5067,5703,0.0383864671437866,0.0361160449970397,0.0284061020515518
522202,"Papatoetoe Central",105,93,84,3825,4302,4782,0.0274509803921569,0.0216178521617852,0.0175658720200753
522301,"Dingwall",81,87,66,2808,3288,3684,0.0288461538461538,0.0264598540145985,0.0179153094462541
522302,"Papatoetoe East",192,171,138,4581,5205,5571,0.0419122462344466,0.0328530259365994,0.0247711362412493
522400,"Puhinui North",102,120,93,3462,3822,4470,0.0294627383015598,0.0313971742543171,0.0208053691275168
522601,"Bucklands and Eastern Beaches",24,15,15,4782,5070,5079,0.00501882057716437,0.0029585798816568,0.00295333727111636
522603,"Bleakhouse",6,3,3,1842,1881,1863,0.00325732899022801,0.00159489633173844,0.00161030595813205
522604,"Bucklands Beach South",3,3,3,2367,2598,2658,0.00126742712294043,0.00115473441108545,0.00112866817155756
522605,"Half Moon Bay Marina",NA,NA,NA,3,0,6,NA,NA,NA
522711,"Pigeon Mountain North",36,27,33,2886,3195,3297,0.0124740124740125,0.00845070422535211,0.0100090991810737
522712,"Murvale",36,18,21,3723,3909,4014,0.0096696212731668,0.00460475825019187,0.00523168908819133
522721,"Pigeon Mountain South",3,6,6,1146,1236,1359,0.00261780104712042,0.00485436893203883,0.00441501103752759
522722,"Highland Park",27,33,18,3900,4134,4200,0.00692307692307692,0.00798258345428157,0.00428571428571429
522723,"Elsmore Park",36,33,30,2565,2820,2961,0.0140350877192982,0.0117021276595745,0.0101317122593718
522730,"Half Moon Bay",9,21,9,3321,3435,3699,0.002710027100271,0.00611353711790393,0.0024330900243309
522810,"Pakuranga North",21,12,15,4083,4338,4425,0.00514327700220426,0.00276625172890733,0.00338983050847458
522820,"Sunnyhills",18,18,21,2949,3279,3348,0.00610376398779247,0.00548947849954254,0.00627240143369176
522910,"Pakuranga Central",39,54,51,3177,3309,3546,0.012275731822474,0.0163191296464189,0.0143824027072758
522920,"Edgewater",111,90,75,3696,3957,4377,0.0300324675324675,0.0227445034116755,0.0171350239890336
523000,"Pakuranga East",93,90,66,4821,5067,5160,0.0192906036092097,0.0177619893428064,0.0127906976744186
523101,"Howick South",42,24,18,4764,4884,4962,0.00881612090680101,0.00491400491400491,0.00362756952841596
523102,"Meadowland",9,15,21,4215,4539,4335,0.00213523131672598,0.00330469266358229,0.00484429065743945
523105,"Golfland",3,6,12,2154,2391,2373,0.00139275766016713,0.00250941028858218,0.00505689001264223
523106,"Millhouse",24,18,18,4818,5040,4959,0.0049813200498132,0.00357142857142857,0.00362976406533575
523107,"Burswood",12,9,18,1677,1779,1653,0.00715563506261181,0.00505902192242833,0.0108892921960073
523109,"Dannemora",12,9,15,3309,3969,3867,0.00362647325475975,0.00226757369614512,0.00387897595034911
523110,"Kilkenny",6,6,9,2454,2730,2754,0.00244498777506112,0.0021978021978022,0.00326797385620915
523112,"Highbrook",NA,0,NA,24,72,33,NA,0,NA
523113,"Greenmount",9,39,18,651,4446,4629,0.0138248847926267,0.0087719298245614,0.00388852883992223
523114,"Point View",3,24,15,1968,4761,5253,0.00152439024390244,0.00504095778197858,0.00285551113649343
523115,"Baverstock Oaks",0,24,24,189,4410,6765,0,0.0054421768707483,0.00354767184035477
523116,"Mission Heights",0,0,15,69,48,2532,0,0,0.00592417061611374
523201,"Shelly Park",15,3,15,2085,2097,2130,0.00719424460431655,0.00143061516452074,0.00704225352112676
523202,"Turanga",6,9,12,1710,1866,2121,0.00350877192982456,0.00482315112540193,0.00565770862800566
523300,"Beachlands-Maraetai",54,39,51,4419,5277,6768,0.0122199592668024,0.00739056281978397,0.0075354609929078
523402,"Otara West",282,186,204,3087,3240,3012,0.0913508260447036,0.0574074074074074,0.0677290836653386
523403,"Wymondley",111,42,54,1302,1155,1185,0.0852534562211982,0.0363636363636364,0.0455696202531646
523404,"Grange",21,24,24,564,621,669,0.0372340425531915,0.0386473429951691,0.0358744394618834
523501,"Otara North",186,102,123,1593,1704,1665,0.116760828625235,0.0598591549295775,0.0738738738738739
523502,"Otara East",339,324,261,4341,4650,4422,0.078092605390463,0.0696774193548387,0.0590230664857531
523601,"Otara South",294,171,162,3348,3591,3300,0.0878136200716846,0.0476190476190476,0.0490909090909091
523602,"Ferguson",300,270,189,4002,4383,4047,0.0749625187406297,0.0616016427104723,0.0467012601927354
523711,"Rongomai",390,261,186,4335,4557,4443,0.0899653979238754,0.0572745227123107,0.0418636056718433
523712,"Donegal Park",120,156,93,2823,5355,6762,0.0425079702444208,0.0291316526610644,0.0137533274179237
523713,"Ormiston",3,6,36,339,858,5118,0.00884955752212389,0.00699300699300699,0.00703399765533412
523721,"Clover Park",330,234,150,4416,4362,4170,0.0747282608695652,0.0536451169188446,0.0359712230215827
523722,"Redoubt North",204,162,150,4410,4629,4857,0.0462585034013605,0.0349967595593001,0.0308832612723904
523813,"Ardmore",21,15,15,1224,1338,1374,0.017156862745098,0.0112107623318386,0.0109170305676856
523814,"Totara Heights",27,78,93,2718,4818,6021,0.00993377483443709,0.0161892901618929,0.0154459392127554
523816,"Randwick Park",201,204,177,2271,3369,3534,0.0885072655217966,0.0605520926090828,0.0500848896434635
523817,"Hyperion",165,189,174,2052,2184,2235,0.0804093567251462,0.0865384615384615,0.0778523489932886
523818,"Redoubt East",3,6,6,492,717,858,0.00609756097560976,0.00836820083682008,0.00699300699300699
523819,"Mill Road",6,15,9,543,744,873,0.0110497237569061,0.0201612903225806,0.0103092783505155
